"Portal","Job Title","Company","URL","About the job","Pay","Location","Summary","Requirements","Responsibilities","Benefits","Scraped At"
"USAJOBS","Sales Associate","Commander, Navy Installations Command","https://www.usajobs.gov:443/job/878394200","The purpose of this position is to support all of the retail operations and perform duties in all areas of the Midshipmen Store, Gift Shop, Barbershop, Uniform Store, Online Store, or any other retail operation within NABSD.","$18-$18 PH","Annapolis, Maryland","The purpose of this position is to support all of the retail operations and perform duties in all areas of the Midshipmen Store, Gift Shop, Barbershop, Uniform Store, Online Store, or any other retail operation within NABSD.","","","","2026-08-10T09:31:30.240881+00:00"
"USAJOBS","Sales Clerk NF-02","United States Army Installation Management Command","https://www.usajobs.gov:443/job/877845200","This position is located at Rod and Gun Club Fort Bliss TX. To better expedite the hiring process, we recommend including full contact information (name, address, phone number, email, etc.) for professional and personal references on your resume. Incentives and Bonuses Incentives will not be paid","$16-$16 PH","Fort Bliss, Texas","This position is located at Rod and Gun Club Fort Bliss TX. To better expedite the hiring process, we recommend including full contact information (name, address, phone number, email, etc.) for professional and personal references on your resume. Incentives and Bonuses Incentives will not be paid","","","","2026-08-10T09:31:30.241623+00:00"
"USAJOBS","SALES ASSOCIATE NF-1","U.S. Marine Corps","https://www.usajobs.gov:443/job/879026800","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","$17.75-$17.75 PH","Marine Corps Air Station Miramar, California","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","","","","2026-08-10T09:31:30.242469+00:00"
"USAJOBS","Sales Associate NF1","U.S. Marine Corps","https://www.usajobs.gov:443/job/878898200","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","$15-$16 PH","Quantico, Virginia","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","","","","2026-08-10T09:31:30.243514+00:00"
"USAJOBS","SALES ASSOCIATE NF1","U.S. Marine Corps","https://www.usajobs.gov:443/job/879263300","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","$15-$15 PH","Havelock, North Carolina","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","","","","2026-08-10T09:31:30.244528+00:00"
"USAJOBS","Sales Clerk","Commander, Navy Installations Command","https://www.usajobs.gov:443/job/879575100","This position is located within Commander, Mid-Atlantic Region, Fleet and Family Readiness Program. The purpose of this position is to ensure proper collection and disposition of revenues generated at the assigned facility/beach.This position is located at NAVAL STATION NORFOLK IN NORFOLK, VA.","$15-$15 PH","Norfolk, Virginia","This position is located within Commander, Mid-Atlantic Region, Fleet and Family Readiness Program. The purpose of this position is to ensure proper collection and disposition of revenues generated at the assigned facility/beach.This position is located at NAVAL STATION NORFOLK IN NORFOLK, VA.","","","","2026-08-10T09:31:30.245510+00:00"
"USAJOBS","Sales Store Clerk NF-02","U.S. Army Military District of Washington","https://www.usajobs.gov:443/job/879746900","This position is located at National Security Agency (NSA) Civilian Welfare Fund (CWF) Restaurants Gift Shop at Fort George G. Meade, Maryland... Incentives and Bonuses Incentives will not be paid.","$18-$19 PH","Fort Meade, Maryland","This position is located at National Security Agency (NSA) Civilian Welfare Fund (CWF) Restaurants Gift Shop at Fort George G. Meade, Maryland... Incentives and Bonuses Incentives will not be paid.","","","","2026-08-10T09:31:30.246224+00:00"
"USAJOBS","SALES ASSOCIATE, NF-2091-01","U.S. Marine Corps","https://www.usajobs.gov:443/job/878631400","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","$15-$15 PH","Jacksonville, North Carolina","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","","","","2026-08-10T09:31:30.246872+00:00"
"USAJOBS","Lead Sales Clerk (Scuba)","Pacific Air Forces","https://www.usajobs.gov:443/job/876211700","About the position: This position is Non-appropriated Fund (NAF) and is located at the Kadena Marina on Kadena Air Base in Okinawa, Japan.","$16.55-$17 PH","Kadena Air Base Okinawa, Japan","About the position: This position is Non-appropriated Fund (NAF) and is located at the Kadena Marina on Kadena Air Base in Okinawa, Japan.","","","","2026-08-10T09:31:30.247838+00:00"
"USAJOBS","VCS Sales Clerk - Lebanon","Veterans Health Administration","https://www.usajobs.gov:443/job/879218200","Are you seeking a better work-life balance? Join an exceptional organization that prioritizes Veterans for an outstanding career! With over 78 years of serving our nation's Veterans, the Veterans Canteen Service (VCS) is currently seeking a dynamic, part time Sales Clerk for our Lebanon, PA VA Medical Center Canteen. Join our fast-paced environment if you have a passion for our Veterans and their families, along with prior multi-unit experience.","$18.39-$18.39 PH","Lebanon, Pennsylvania","Are you seeking a better work-life balance? Join an exceptional organization that prioritizes Veterans for an outstanding career! With over 78 years of serving our nation's Veterans, the Veterans Canteen Service (VCS) is currently seeking a dynamic, part time Sales Clerk for our Lebanon, PA VA Medical Center Canteen. Join our fast-paced environment if you have a passion for our Veterans and their families, along with prior multi-unit experience.","","","","2026-08-10T09:31:30.248351+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/879369600","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store.","$36464-$44780 PA","Fort Polk, Louisiana","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store.","","","","2026-08-10T09:31:30.249607+00:00"
"USAJOBS","SALES ASSOCIATE (SEASONAL) NF1","U.S. Marine Corps","https://www.usajobs.gov:443/job/869232200","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","$16.9-$16.9 PH","Twentynine Palms, California","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","","","","2026-08-10T09:31:30.250501+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863483600","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. Read the entire announcement before starting the application process.","$17.47-$21.45 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. Read the entire announcement before starting the application process.","","","","2026-08-10T09:31:30.251519+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/866357400","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. Read the entire announcement before starting the application process.","$18.12-$23.56 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. Read the entire announcement before starting the application process.","","","","2026-08-10T09:31:30.252572+00:00"
"USAJOBS","SALES CLERK","Air Education and Training Command","https://www.usajobs.gov:443/job/873639800","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the WINDY TRAILS GOLF COURSE.","$15-$15 PH","Altus AFB, Oklahoma","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the WINDY TRAILS GOLF COURSE.","","","","2026-08-10T09:31:30.253571+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863485000","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date. Please see the ""How You Will Be Evaluated"" section for more information.?","$17.47-$23.56 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date. Please see the ""How You Will Be Evaluated"" section for more information.?","","","","2026-08-10T09:31:30.254017+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863484800","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date of 11/16/2025. Please see the ""How You Will Be Evaluated"" section for more information.","$17.47-$21.45 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date of 11/16/2025. Please see the ""How You Will Be Evaluated"" section for more information.","","","","2026-08-10T09:31:30.255351+00:00"
"USAJOBS","Sales Associate NF1* (Part-Time)","U.S. Marine Corps","https://www.usajobs.gov:443/job/879217500","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","$15-$15 PH","Arlington, Virginia","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.","","","","2026-08-10T09:31:30.256728+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863041600","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.","$17.57-$22.85 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.","","","","2026-08-10T09:31:30.257782+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863185000","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","$17.47-$23.12 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","","","","2026-08-10T09:31:30.259229+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863185100","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","$17.47-$21.46 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","","","","2026-08-10T09:31:30.260829+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863185200","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","$17.47-$21.46 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","","","","2026-08-10T09:31:30.262288+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863185300","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","$17.47-$23.81 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","","","","2026-08-10T09:31:30.263778+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863185500","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","$17.47-$23.81 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","","","","2026-08-10T09:31:30.265309+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863185600","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","$17.47-$21.52 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","","","","2026-08-10T09:31:30.266740+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863186000","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","$17.47-$21.46 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","","","","2026-08-10T09:31:30.268163+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863186100","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","$17.47-$22.59 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","","","","2026-08-10T09:31:30.269686+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863277000","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.","$17.47-$21.46 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.","","","","2026-08-10T09:31:30.271085+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863325400","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","$16.51-$22.71 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","","","","2026-08-10T09:31:30.272488+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863402100","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.","$17.47-$21.46 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.","","","","2026-08-10T09:31:30.273880+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863406400","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.","$17.47-$21.46 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.","","","","2026-08-10T09:31:30.275270+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863406900","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","$17.47-$21.46 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","","","","2026-08-10T09:31:30.276661+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863423000","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.","$17.47-$23.56 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.","","","","2026-08-10T09:31:30.278054+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863438200","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","$17.47-$25.26 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","","","","2026-08-10T09:31:30.279569+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863503200","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.","$17.47-$21.46 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.","","","","2026-08-10T09:31:30.280965+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/876104800","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","$17.47-$23.12 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.?","","","","2026-08-10T09:31:30.282366+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863041500","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information. Read the entire announcement before starting the application process.","$17.57-$22.85 PH","Fort Greely, Alaska","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information. Read the entire announcement before starting the application process.","","","","2026-08-10T09:31:30.283785+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863277300","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information. Read the entire announcement before starting the application process.","$17.47-$21.46 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information. Read the entire announcement before starting the application process.","","","","2026-08-10T09:31:30.285433+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863319600","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.? Read the entire announcement before starting the application process.","$17.47-$23.12 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.? Read the entire announcement before starting the application process.","","","","2026-08-10T09:31:30.287057+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863325500","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.? Read the entire announcement before starting the application process.","$17.47-$21.46 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.? Read the entire announcement before starting the application process.","","","","2026-08-10T09:31:30.288755+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863329900","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.? Read the entire announcement before starting the application process.","$17.47-$21.46 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.? Read the entire announcement before starting the application process.","","","","2026-08-10T09:31:30.290350+00:00"
"USAJOBS","Sales Store Checker","Defense Commissary Agency","https://www.usajobs.gov:443/job/863333600","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.? Read the entire announcement before starting the application process.","$17.47-$22.71 PH","Multiple Locations","Sales Store Checkers operate a cash register scanning system to check out items and to receive payment for purchases made in a commissary store. The work is like a cashier or clerk at your local grocery or retail store. This is an open-continuous announcement with an established initial cut-off date 14 days after the open date of the announcement. Please see the ""How You Will Be Evaluated"" section for more information.? Read the entire announcement before starting the application process.","","","","2026-08-10T09:31:30.291948+00:00"
